Creation_Time,Sensor_Time,Arrival_Time,x,y,z
842758457000,842758,1398347035521,0.076614454,0.12449849,9.509769
842768565000,842768,1398347035532,0.05746084,0.095768064,9.528923
842778645000,842778,1398347035542,0.047884032,0.10534488,9.519346
842788766000,842789,1398347035552,0.047884032,0.1340753,9.548077
842798903000,842799,1398347035562,0.02873042,0.1340753,9.557653
842808974000,842809,1398347035572,0.02873042,0.15322891,9.557653
842819083000,842819,1398347035582,0.019153614,0.1436521,9.56723
842829161000,842829,1398347035592,0.019153614,0.11492168,9.509769
842839283000,842839,1398347035602,0.047884032,0.11492168,9.5385
842849419000,842849,1398347035612,0.047884032,0.12449849,9.528923
842859484000,842859,1398347035622,0.038307227,0.12449849,9.500193
842869597000,842869,1398347035633,0.02873042,0.15322891,9.509769
842879671000,842879,1398347035643,0.009576807,0.1436521,9.509769
842889786000,842890,1398347035653,0.047884032,0.16280572,9.528923
842899917000,842900,1398347035663,0.06703765,0.1436521,9.519346
842909989000,842910,1398347035673,0.05746084,0.15322891,9.509769
842920316000,842920,1398347035683,0.038307227,0.15322891,9.509769
842930408000,842930,1398347035693,0.047884032,0.1340753,9.528923
842940519000,842940,1398347035703,0.047884032,0.1340753,9.509769
842950727000,842951,1398347035714,0.06703765,0.1340753,9.509769
842961457000,842961,1398347035724,0.08619126,0.15322891,9.519346
842970925000,842971,1398347035734,0.076614454,0.1340753,9.509769
842981398000,842981,1398347035745,0.06703765,0.12449849,9.490616
842991122000,842991,1398347035754,0.076614454,0.095768064,9.528923
843001229000,843001,1398347035764,0.047884032,0.1436521,9.481039
843011753000,843012,1398347035775,0.038307227,0.16280572,9.471462
843021877000,843022,1398347035785,0.02873042,0.1340753,9.519346
843032001000,843032,1398347035795,0.02873042,0.12449849,9.5385
843042071000,843042,1398347035805,0.038307227,0.1436521,9.528923
843052183000,843052,1398347035815,0.019153614,0.1340753,9.548077
843062263000,843062,1398347035825,0.047884032,0.10534488,9.519346
843072379000,843072,1398347035835,0.05746084,0.11492168,9.481039
843082515000,843082,1398347035846,0.05746084,0.095768064,9.509769
843092577000,843092,1398347035856,0.06703765,0.11492168,9.5385
843102687000,843102,1398347035866,0.047884032,0.10534488,9.519346
843112771000,843113,1398347035876,0.047884032,0.095768064,9.509769
843122885000,843123,1398347035886,0.047884032,0.12449849,9.509769
843133011000,843133,1398347035896,0.05746084,0.12449849,9.509769
843143081000,843143,1398347035906,0.047884032,0.1436521,9.528923
843153369000,843153,1398347035916,0.038307227,0.15322891,9.528923
843163281000,843163,1398347035926,0.02873042,0.16280572,9.557653
843173390000,843173,1398347035936,0.038307227,0.1340753,9.56723
843183717000,843184,1398347035947,0.02873042,0.1340753,9.557653
843193585000,843193,1398347035957,0.05746084,0.17238252,9.548077
843203745000,843204,1398347035967,0.038307227,0.12449849,9.548077
843213834000,843214,1398347035977,0.02873042,0.1340753,9.557653
843223947000,843224,1398347035987,0.038307227,0.1436521,9.500193
843234093000,843234,1398347035997,0.047884032,0.12449849,9.500193
843244822000,843245,1398347036008,0.05746084,0.12449849,9.509769
843254290000,843254,1398347036017,0.02873042,0.1340753,9.528923
843274500000,843274,1398347036038,0.038307227,0.1436521,9.557653
843284608000,843284,1398347036048,0.06703765,0.1340753,9.56723
843295108000,843295,1398347036058,0.047884032,0.1340753,9.519346
843305148000,843305,1398347036068,0.047884032,0.1340753,9.471462
843315315000,843315,1398347036078,0.06703765,0.12449849,9.500193
843325339000,843325,1398347036088,0.038307227,0.15322891,9.500193
843335465000,843335,1398347036098,0.05746084,0.1340753,9.528923
843345538000,843345,1398347036109,0.05746084,0.095768064,9.509769
843355651000,843355,1398347036119,0.038307227,0.11492168,9.557653
843365782000,843366,1398347036129,0.05746084,0.095768064,9.5385
843375844000,843376,1398347036139,0.047884032,0.10534488,9.548077
843385951000,843386,1398347036149,0.047884032,0.11492168,9.528923
843396028000,843396,1398347036159,0.047884032,0.095768064,9.5385
843406144000,843406,1398347036169,0.019153614,0.11492168,9.509769
843416265000,843416,1398347036179,0.047884032,0.1340753,9.509769
843426336000,843426,1398347036189,0.038307227,0.12449849,9.509769
843436441000,843436,1398347036200,0.047884032,0.1436521,9.500193
843446526000,843446,1398347036210,0.05746084,0.10534488,9.5385
843456631000,843456,1398347036220,0.038307227,0.12449849,9.5385
843466754000,843467,1398347036230,0.02873042,0.1436521,9.519346
843476826000,843477,1398347036240,0.08619126,0.1436521,9.509769
843486967000,843487,1398347036250,0.06703765,0.1436521,9.557653
843497018000,843497,1398347036260,0.047884032,0.17238252,9.528923
843507129000,843507,1398347036270,0.038307227,0.12449849,9.5385
843517441000,843517,1398347036280,0.047884032,0.10534488,9.5385
843528166000,843528,1398347036291,0.038307227,0.11492168,9.528923
843537409000,843537,1398347036300,0.02873042,0.11492168,9.509769
843547516000,843547,1398347036311,0.076614454,0.12449849,9.481039
843557621000,843557,1398347036321,0.06703765,0.1340753,9.490616
843567721000,843568,1398347036331,0.038307227,0.1436521,9.528923
843577919000,843578,1398347036341,0.02873042,0.12449849,9.5385
843588020000,843588,1398347036351,0.009576807,0.1340753,9.557653
843598300000,843598,1398347036361,0.038307227,0.1340753,9.481039
843608342000,843608,1398347036371,0.02873042,0.1340753,9.490616
843618453000,843618,1398347036381,0.038307227,0.12449849,9.481039
843628551000,843628,1398347036392,0.02873042,0.12449849,9.509769
843638673000,843638,1398347036402,0.009576807,0.12449849,9.500193
843648805000,843649,1398347036412,0.05746084,0.12449849,9.548077
843658874000,843659,1398347036422,0.047884032,0.1340753,9.548077
843668984000,843669,1398347036432,0.06703765,0.16280572,9.557653
843679065000,843679,1398347036442,0.05746084,0.1436521,9.586384
843689180000,843689,1398347036452,0.06703765,0.12449849,9.576807
843699313000,843699,1398347036462,0.05746084,0.1340753,9.519346
843709375000,843709,1398347036472,0.047884032,0.1340753,9.5385
843719488000,843719,1398347036482,0.038307227,0.1340753,9.519346
843729626000,843729,1398347036493,0.06703765,0.1340753,9.519346
843739693000,843739,1398347036503,0.076614454,0.11492168,9.519346
843749820000,843750,1398347036513,0.047884032,0.08619126,9.509769
843759888000,843760,1398347036523,0.038307227,0.10534488,9.528923
843770181000,843770,1398347036533,0.047884032,0.1436521,9.490616
843780103000,843780,1398347036543,0.02873042,0.1436521,9.490616
843790222000,843790,1398347036553,0.02873042,0.17238252,9.5385
843800561000,843800,1398347036564,0.047884032,0.16280572,9.519346
843810461000,843810,1398347036573,0.02873042,0.16280572,9.490616
843820614000,843820,1398347036584,0.047884032,0.1436521,9.490616
843830686000,843830,1398347036594,0.047884032,0.1340753,9.490616
843840795000,843841,1398347036604,0.038307227,0.1340753,9.490616
843850904000,843851,1398347036614,0.047884032,0.1340753,9.519346
843861614000,843861,1398347036625,0.05746084,0.15322891,9.471462
843871096000,843871,1398347036634,0.06703765,0.1436521,9.490616
843881585000,843881,1398347036645,0.047884032,0.12449849,9.481039
843891288000,843891,1398347036654,0.038307227,0.1436521,9.509769
843901396000,843901,1398347036664,0.019153614,0.12449849,9.548077
843911926000,843912,1398347036675,0.0,0.12449849,9.5385
843922053000,843922,1398347036685,0.009576807,0.15322891,9.519346
843932178000,843932,1398347036695,0.0,0.1436521,9.509769
843942244000,843942,1398347036705,0.019153614,0.1436521,9.509769
843952355000,843952,1398347036715,0.038307227,0.15322891,9.5385
843962442000,843962,1398347036725,0.0,0.11492168,9.5385
843972550000,843972,1398347036736,0.0,0.12449849,9.56723
843982684000,843983,1398347036746,0.019153614,0.12449849,9.5385
843992745000,843992,1398347036756,0.02873042,0.12449849,9.5385
844002857000,844003,1398347036766,0.038307227,0.15322891,9.519346
844012939000,844013,1398347036776,0.02873042,0.11492168,9.576807
844023056000,844023,1398347036786,0.02873042,0.10534488,9.56723
844033196000,844033,1398347036796,0.047884032,0.1340753,9.509769
844043260000,844043,1398347036806,0.05746084,0.11492168,9.528923
844053545000,844053,1398347036817,0.047884032,0.10534488,9.548077
844063452000,844063,1398347036826,0.076614454,0.12449849,9.490616
844073562000,844073,1398347036837,0.06703765,0.095768064,9.519346
844083939000,844084,1398347036847,0.047884032,0.10534488,9.548077
844093760000,844094,1398347036857,0.019153614,0.095768064,9.548077
844103939000,844104,1398347036867,0.038307227,0.12449849,9.56723
844114018000,844114,1398347036877,0.05746084,0.16280572,9.528923
844124129000,844124,1398347036887,0.038307227,0.15322891,9.548077
844134391000,844135,1398347036898,0.019153614,0.12449849,9.528923
844145451000,844145,1398347036908,0.047884032,0.1340753,9.528923
844154766000,844155,1398347036918,0.05746084,0.10534488,9.528923
844165182000,844165,1398347036928,0.05746084,0.10534488,9.548077
844175063000,844175,1398347036938,0.05746084,0.10534488,9.5385
844185158000,844185,1398347036948,0.05746084,0.16280572,9.519346
844195334000,844195,1398347036958,0.06703765,0.1436521,9.490616
844205442000,844205,1398347036968,0.02873042,0.1436521,9.490616
844215560000,844215,1398347036979,0.047884032,0.1340753,9.509769
844225629000,844225,1398347036989,0.038307227,0.1340753,9.519346
844235742000,844236,1398347036999,0.047884032,0.11492168,9.5385
844245812000,844246,1398347037009,0.047884032,0.10534488,9.557653
844255927000,844256,1398347037019,0.06703765,0.1340753,9.5385
844266054000,844266,1398347037029,0.05746084,0.12449849,9.528923
844276118000,844276,1398347037039,0.05746084,0.1436521,9.548077
844286227000,844286,1398347037049,0.076614454,0.15322891,9.557653
844296306000,844296,1398347037059,0.05746084,0.15322891,9.56723
844306420000,844306,1398347037069,0.05746084,0.1436521,9.548077
844316537000,844316,1398347037080,0.06703765,0.1436521,9.548077
844326615000,844326,1398347037090,0.06703765,0.1340753,9.5385
844336887000,844337,1398347037100,0.05746084,0.1436521,9.519346
844346805000,844347,1398347037110,0.038307227,0.12449849,9.528923
844356917000,844357,1398347037120,0.06703765,0.15322891,9.56723
844367033000,844367,1398347037130,0.05746084,0.12449849,9.576807
844377106000,844377,1398347037140,0.047884032,0.1340753,9.548077
844387262000,844387,1398347037150,0.038307227,0.1340753,9.5385
844397336000,844397,1398347037160,0.019153614,0.1436521,9.509769
844407443000,844407,1398347037170,0.05746084,0.15322891,9.509769
844417554000,844417,1398347037181,0.047884032,0.1436521,9.509769
844437756000,844438,1398347037201,0.11492168,0.15322891,9.519346
844447847000,844448,1398347037211,0.05746084,0.11492168,9.548077
844457957000,844458,1398347037221,0.05746084,0.10534488,9.576807
844468059000,844468,1398347037231,0.038307227,0.1340753,9.557653
844478294000,844478,1398347037241,0.047884032,0.1340753,9.548077
844488413000,844488,1398347037251,0.038307227,0.1436521,9.509769
844498522000,844498,1398347037262,0.047884032,0.15322891,9.519346
844508560000,844508,1398347037272,0.05746084,0.1436521,9.5385
844518668000,844518,1398347037282,0.038307227,0.16280572,9.5385
844528745000,844529,1398347037292,0.02873042,0.16280572,9.490616
844538859000,844539,1398347037302,0.019153614,0.1340753,9.500193
844549015000,844549,1398347037312,0.047884032,0.11492168,9.519346
844559073000,844559,1398347037322,0.05746084,0.11492168,9.528923
844569181000,844569,1398347037332,0.05746084,0.11492168,9.509769
844579266000,844579,1398347037342,0.019153614,0.11492168,9.509769
844589385000,844589,1398347037352,0.047884032,0.12449849,9.500193
844599513000,844599,1398347037363,0.02873042,0.10534488,9.500193
844609587000,844609,1398347037373,0.038307227,0.12449849,9.490616
844619696000,844619,1398347037383,0.02873042,0.12449849,9.528923
844629792000,844630,1398347037393,0.038307227,0.1340753,9.519346
844639900000,844640,1398347037403,0.047884032,0.1340753,9.490616
844650156000,844650,1398347037413,0.038307227,0.12449849,9.5385
844660118000,844660,1398347037423,0.038307227,0.11492168,9.490616
844670334000,844670,1398347037433,0.047884032,0.1340753,9.490616
844680308000,844680,1398347037443,0.05746084,0.1340753,9.519346
844690420000,844690,1398347037453,0.047884032,0.1436521,9.509769
844700619000,844700,1398347037464,0.05746084,0.1340753,9.528923
844710630000,844710,1398347037474,0.047884032,0.12449849,9.5385
844720736000,844721,1398347037484,0.06703765,0.1340753,9.528923
844730820000,844731,1398347037494,0.038307227,0.1436521,9.519346
844740923000,844741,1398347037504,0.038307227,0.1436521,9.481039
844751078000,844751,1398347037514,0.038307227,0.1340753,9.528923
844761804000,844762,1398347037525,0.047884032,0.12449849,9.557653
844771283000,844771,1398347037534,0.06703765,0.1340753,9.56723
844782598000,844782,1398347037546,0.038307227,0.11492168,9.548077
844792704000,844792,1398347037556,0.0,0.1436521,9.528923
844802799000,844803,1398347037566,0.0,0.1340753,9.528923
844812891000,844813,1398347037576,0.02873042,0.12449849,9.548077
844823004000,844823,1398347037586,0.019153614,0.10534488,9.548077
844833161000,844833,1398347037596,0.02873042,0.11492168,9.56723
844843247000,844843,1398347037606,0.06703765,0.12449849,9.471462
844853359000,844853,1398347037616,0.047884032,0.11492168,9.461885
844863453000,844863,1398347037626,0.019153614,0.12449849,9.528923
844873566000,844873,1398347037637,0.047884032,0.11492168,9.528923
844883729000,844884,1398347037647,0.019153614,0.095768064,9.528923
844893807000,844894,1398347037657,0.019153614,0.12449849,9.528923
844903943000,844904,1398347037667,0.038307227,0.11492168,9.509769
844914099000,844914,1398347037677,0.047884032,0.12449849,9.490616
844924149000,844924,1398347037687,0.02873042,0.11492168,9.509769
844934290000,844934,1398347037697,0.02873042,0.12449849,9.500193
844944402000,844944,1398347037707,0.038307227,0.1340753,9.500193
844954535000,844954,1398347037718,0.02873042,0.11492168,9.509769
844964686000,844965,1398347037728,0.019153614,0.08619126,9.509769
844974759000,844974,1398347037738,0.019153614,0.12449849,9.528923
844984869000,844985,1398347037748,0.038307227,0.1340753,9.519346
844994963000,844995,1398347037758,0.047884032,0.16280572,9.519346
845005091000,845005,1398347037768,0.02873042,0.1436521,9.528923
845015220000,845015,1398347037778,0.038307227,0.16280572,9.509769
845025294000,845025,1398347037788,0.038307227,0.1340753,9.548077
845035466000,845035,1398347037798,0.019153614,0.12449849,9.509769
845045547000,845045,1398347037809,0.038307227,0.1340753,9.519346
845075906000,845076,1398347037839,0.047884032,0.1436521,9.528923
845086021000,845086,1398347037849,0.08619126,0.1340753,9.5385
845096095000,845096,1398347037859,0.08619126,0.10534488,9.500193
845106231000,845106,1398347037869,0.047884032,0.1340753,9.5385
845116349000,845116,1398347037879,0.047884032,0.1340753,9.528923
845126438000,845126,1398347037889,0.02873042,0.1436521,9.5385
845136555000,845136,1398347037900,0.047884032,0.1436521,9.5385
845146641000,845146,1398347037910,0.038307227,0.1340753,9.509769
845156779000,845157,1398347037920,0.038307227,0.1436521,9.528923
845166918000,845167,1398347037930,0.038307227,0.1436521,9.56723
845176993000,845177,1398347037940,0.047884032,0.17238252,9.56723
845187250000,845187,1398347037950,0.047884032,0.1340753,9.595961
845197192000,845197,1398347037960,0.06703765,0.11492168,9.576807
845207335000,845207,1398347037970,0.038307227,0.12449849,9.56723
845217512000,845217,1398347037981,0.047884032,0.11492168,9.509769
845227553000,845227,1398347037991,0.038307227,0.11492168,9.490616
845237674000,845237,1398347038001,0.047884032,0.1340753,9.5385
845247749000,845248,1398347038011,0.047884032,0.12449849,9.5385
845257879000,845258,1398347038021,0.019153614,0.1340753,9.5385
845267999000,845268,1398347038031,0.047884032,0.15322891,9.528923
845278122000,845278,1398347038041,0.047884032,0.12449849,9.528923
845288204000,845288,1398347038051,0.047884032,0.1436521,9.528923
845298332000,845298,1398347038061,0.047884032,0.095768064,9.528923
845308417000,845308,1398347038071,0.038307227,0.1340753,9.519346
845318552000,845318,1398347038082,0.019153614,0.10534488,9.490616
845328621000,845328,1398347038092,0.038307227,0.16280572,9.528923
845338758000,845339,1398347038102,0.038307227,0.15322891,9.548077
845348977000,845349,1398347038112,0.02873042,0.1436521,9.5385
845359058000,845359,1398347038122,0.02873042,0.1340753,9.56723
845369168000,845369,1398347038132,0.076614454,0.1436521,9.586384
845379237000,845379,1398347038142,0.05746084,0.1436521,9.528923
845389373000,845389,1398347038152,0.06703765,0.1436521,9.519346
845399518000,845399,1398347038163,0.05746084,0.12449849,9.490616
845409597000,845409,1398347038173,0.02873042,0.11492168,9.509769
845419706000,845419,1398347038183,0.02873042,0.11492168,9.519346
845429825000,845430,1398347038193,0.02873042,0.11492168,9.509769
845439953000,845440,1398347038203,0.019153614,0.11492168,9.557653
845450099000,845450,1398347038213,0.019153614,0.10534488,9.528923
845460168000,845460,1398347038223,0.02873042,0.11492168,9.481039
845470452000,845470,1398347038233,0.047884032,0.12449849,9.452309
845480493000,845480,1398347038244,0.02873042,0.12449849,9.471462
845490502000,845490,1398347038253,0.038307227,0.11492168,9.481039
845500613000,845500,1398347038264,0.019153614,0.12449849,9.500193
845510705000,845510,1398347038274,0.019153614,0.1436521,9.519346
845520816000,845521,1398347038284,0.009576807,0.11492168,9.500193
845530918000,845531,1398347038294,0.02873042,0.1340753,9.500193
845541046000,845541,1398347038304,0.019153614,0.11492168,9.490616
845551224000,845551,1398347038314,0.02873042,0.10534488,9.509769
845561345000,845561,1398347038324,0.019153614,0.1340753,9.500193
845571447000,845571,1398347038334,0.05746084,0.1340753,9.509769
845581679000,845582,1398347038345,0.06703765,0.12449849,9.528923
845591673000,845591,1398347038355,0.05746084,0.11492168,9.509769
845601777000,845602,1398347038365,0.076614454,0.095768064,9.509769
845611862000,845612,1398347038375,0.02873042,0.08619126,9.481039
845621967000,845622,1398347038385,0.038307227,0.12449849,9.509769
845652305000,845652,1398347038415,0.009576807,0.12449849,9.5385
845662366000,845662,1398347038425,0.047884032,0.12449849,9.5385
845672516000,845672,1398347038436,0.038307227,0.12449849,9.557653
845682657000,845683,1398347038446,0.02873042,0.11492168,9.5385
845692726000,845692,1398347038456,0.02873042,0.095768064,9.5385
845702848000,845703,1398347038466,0.038307227,0.1436521,9.500193
845712931000,845713,1398347038476,0.047884032,0.12449849,9.500193
845723034000,845723,1398347038486,0.02873042,0.1340753,9.519346
845733196000,845733,1398347038496,0.02873042,0.15322891,9.528923
845743269000,845743,1398347038506,0.019153614,0.10534488,9.509769
845753387000,845753,1398347038516,0.02873042,0.12449849,9.500193
845763487000,845763,1398347038527,0.038307227,0.11492168,9.509769
845773600000,845773,1398347038537,0.05746084,0.12449849,9.528923
845783761000,845784,1398347038547,0.047884032,0.11492168,9.461885
845793840000,845794,1398347038557,0.047884032,0.12449849,9.481039
845803998000,845804,1398347038567,0.038307227,0.1436521,9.471462
845814066000,845814,1398347038577,0.038307227,0.1340753,9.509769
845824157000,845824,1398347038587,0.019153614,0.10534488,9.557653
845834313000,845834,1398347038597,0.038307227,0.10534488,9.528923
845844474000,845844,1398347038607,0.05746084,0.1340753,9.5385
845864628000,845864,1398347038628,0.06703765,0.10534488,9.509769
845874763000,845875,1398347038638,0.06703765,0.095768064,9.528923
845884877000,845885,1398347038648,0.06703765,0.11492168,9.500193
845895164000,845895,1398347038658,0.076614454,0.12449849,9.461885
845905151000,845905,1398347038668,0.047884032,0.1436521,9.471462
845915366000,845915,1398347038679,0.05746084,0.1436521,9.500193
845925524000,845925,1398347038688,0.038307227,0.12449849,9.5385
845935641000,845935,1398347038699,0.038307227,0.12449849,9.528923
845945728000,845946,1398347038709,0.019153614,0.1340753,9.548077
845955867000,845956,1398347038719,0.019153614,0.12449849,9.528923
845966010000,845966,1398347038729,0.02873042,0.1436521,9.557653
845976087000,845976,1398347038739,0.02873042,0.12449849,9.557653
845986223000,845986,1398347038749,0.038307227,0.1340753,9.528923
845996322000,845996,1398347038759,0.038307227,0.10534488,9.519346
846006444000,846006,1398347038769,0.009576807,0.095768064,9.5385
846016586000,846017,1398347038780,0.038307227,0.10534488,9.528923
846026665000,846026,1398347038790,0.038307227,0.11492168,9.519346
846036795000,846037,1398347038800,0.05746084,0.10534488,9.5385
846046888000,846047,1398347038810,0.05746084,0.12449849,9.557653
846057014000,846057,1398347038820,0.038307227,0.1436521,9.528923
846067161000,846067,1398347038830,0.047884032,0.095768064,9.5385
846077242000,846077,1398347038840,0.019153614,0.12449849,9.500193
846087374000,846087,1398347038850,0.02873042,0.1436521,9.528923
846097471000,846097,1398347038860,0.02873042,0.1340753,9.528923
846107590000,846107,1398347038871,0.047884032,0.11492168,9.509769
846117718000,846118,1398347038881,0.02873042,0.11492168,9.509769
846127866000,846128,1398347038891,0.038307227,0.11492168,9.548077
846137940000,846138,1398347038901,0.019153614,0.1436521,9.557653
846148029000,846148,1398347038911,0.05746084,0.11492168,9.528923
846158149000,846158,1398347038921,0.05746084,0.095768064,9.528923
846168266000,846168,1398347038931,0.047884032,0.1436521,9.557653
846178409000,846178,1398347038941,0.06703765,0.16280572,9.490616
846188515000,846188,1398347038952,0.06703765,0.17238252,9.528923
846198782000,846199,1398347038962,0.047884032,0.1436521,9.519346
846208870000,846209,1398347038972,0.038307227,0.1340753,9.490616
846218999000,846219,1398347038982,0.019153614,0.10534488,9.490616
846229065000,846229,1398347038992,0.02873042,0.12449849,9.509769
846239198000,846239,1398347039002,0.02873042,0.16280572,9.509769
846259416000,846259,1398347039022,0.019153614,0.15322891,9.519346
846269536000,846269,1398347039033,-0.009576807,0.15322891,9.528923
846279635000,846279,1398347039043,0.038307227,0.12449849,9.548077
846289754000,846290,1398347039053,0.019153614,0.15322891,9.528923
846299893000,846300,1398347039063,0.009576807,0.1436521,9.528923
846309980000,846310,1398347039073,0.02873042,0.1340753,9.576807
846320106000,846320,1398347039083,0.05746084,0.1436521,9.576807
846330206000,846330,1398347039093,0.047884032,0.1340753,9.557653
846340308000,846340,1398347039103,0.02873042,0.11492168,9.557653
846350472000,846350,1398347039114,0.02873042,0.12449849,9.509769
846360551000,846360,1398347039124,0.05746084,0.1436521,9.509769
846370696000,846370,1398347039134,0.047884032,0.12449849,9.490616
846380752000,846381,1398347039144,0.06703765,0.11492168,9.5385
846390884000,846391,1398347039154,0.05746084,0.10534488,9.519346
846401072000,846401,1398347039164,0.038307227,0.12449849,9.528923
846411102000,846411,1398347039174,0.019153614,0.1340753,9.548077
846421190000,846421,1398347039184,0.019153614,0.10534488,9.576807
846431301000,846431,1398347039194,0.038307227,0.15322891,9.56723
846441438000,846441,1398347039204,0.02873042,0.1436521,9.5385
846451530000,846451,1398347039214,0.019153614,0.12449849,9.557653
846461681000,846461,1398347039225,0.047884032,0.11492168,9.586384
846471779000,846472,1398347039235,0.009576807,0.1340753,9.519346
846481898000,846482,1398347039245,0.02873042,0.10534488,9.557653
846491998000,846492,1398347039255,0.047884032,0.095768064,9.528923
846502093000,846502,1398347039265,0.038307227,0.08619126,9.557653
846512188000,846512,1398347039275,0.019153614,0.1340753,9.5385
846522290000,846522,1398347039285,0.047884032,0.10534488,9.548077
